0	0
-0	0
1	1
-1	-1
100	100
123.456	123.456
0.5	0.5
-0.5	-0.5
1e21	1e+21
1e20	100000000000000000000
1e-6	0.000001
1e-7	1e-7
0.1	0.1
0.2	0.2
0.3	0.3
0.30000000000000004	0.30000000000000004
1.5	1.5
1e3	1000
1e6	1000000
1e-5	0.00001
1e-4	0.0001
5e-324	5e-324
1.7976931348623157e308	1.7976931348623157e+308
2.2250738585072014e-308	2.2250738585072014e-308
9007199254740991	9007199254740991
9007199254740992	9007199254740992
9007199254740993	9007199254740992
9007199254740994	9007199254740994
1.0	1
2.50	2.5
999999999999999.9	999999999999999.9
123456789.123456789	123456789.12345679
0.0000012345	0.0000012345
1000000000000000000000	1e+21
100000000000000000000	100000000000000000000
10000000000000000000	10000000000000000000
0.000001	0.000001
0.0000001	1e-7
1e308	1e+308
2.5e-321	2.5e-321
1e-323	1e-323
123456789012345678901234567890	1.2345678901234568e+29
-1e21	-1e+21
-1e-7	-1e-7
1.5e300	1.5e+300
3.141592653589793	3.141592653589793
2.718281828459045	2.718281828459045
2.2024798454760163e-73	2.2024798454760163e-73
-4.912309340218972e-275	-4.912309340218972e-275
9.115968646074846e+246	9.115968646074846e+246
8.75679038787647e+131	8.75679038787647e+131
8.207012699130086e-77	8.207012699130086e-77
9.922392529464929e-95	9.922392529464929e-95
-3.6338368042158724e-60	-3.6338368042158724e-60
1.5030448053330835e+28	1.5030448053330835e+28
-2.2273085653974596e-168	-2.2273085653974596e-168
0.0012043432809252838	0.0012043432809252838
1.1219349103654346e+71	1.1219349103654346e+71
-9.114063073637106e+51	-9.114063073637106e+51
2.756536896019681e+261	2.756536896019681e+261
4.184891306973065e-243	4.184891306973065e-243
-4.341320983126188e-190	-4.341320983126188e-190
-6.50291158970043e-215	-6.50291158970043e-215
5.007814881800844e+197	5.007814881800844e+197
4.916499914374165e+256	4.916499914374165e+256
1.3461260449798923e-64	1.3461260449798923e-64
2.079615616197604e+306	2.079615616197604e+306
-1.8585730505302776e-26	-1.8585730505302776e-26
-3.2960312919200765e+37	-3.2960312919200765e+37
2.277509078700205e-232	2.277509078700205e-232
-8.841440270920852e-260	-8.841440270920852e-260
4.0361299889839843e+95	4.0361299889839843e+95
-6.058442247357491e+287	-6.058442247357491e+287
-2.4997006320386993e-61	-2.4997006320386993e-61
-1.8966560541440982e+138	-1.8966560541440982e+138
1.8747204731346894e-111	1.8747204731346894e-111
1.6751845456526915e+222	1.6751845456526915e+222
2.1183108610782434e-296	2.1183108610782434e-296
-1.0922971804406309e-30	-1.0922971804406309e-30
6.290529427508976e+299	6.290529427508976e+299
-3.602539965434893e-230	-3.602539965434893e-230
